overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image
5.0,False,"10 28, 2007",A2MYUI8IT6UBUU,6304808038,{'Format:': ' DVD'},thejoelmeister,"One of the most imaginatively scripted films ever made, Sleuth pits the wickedly clever Laurence Olivier against the seemingly vengeful Michael Caine in a game of murder, mystery, intrigue, deception and good old-fashioned sleuthing. Outstanding acting from its two main players, each earning an Academy Award nomination for their efforts, the film is careful to build an intricate story that unfolds in a uniquely unpredictable manner.

Milo Tindle (Michael Caine) is invited to Andrew Wyke's (Laurence Olivier) secluded mansion to discuss Milo's desire to marry Andrew's wife Marguerite. Andrew is a detective fiction novelist who prides himself on solving dastardly crimes with his main character Sinjon Lord Merrydew, while Tindle owns a local salon. Well aware of his wife's frivolous activities and her infatuation with riches and exquisite possessions, Andrew offers Milo an opportunity to burglarize some expensive jewels (170,000 pounds worth) so that Milo can live happily with Marguerite, and Andrew can collect the insurance money and live happily with his mistress Teia. But not everything is as it seems, especially when the game-obsessed Andrew convinces Milo to use a clown costume and dynamite to stage the robbery; and add to that a tumultuous recreation of a downstairs fight with a fireplace poker and a pistol. A riveting contest of deadly one-upmanship ensues with unforgettable twists and an unparalleled conclusion.

Expertly directed by Joseph L. Mankiewicz and based on the play by Anthony Schaffer, the film opens with delightfully circus-tinged music that lends itself throughout the entire film to mix up the tone as each of the characters transition from serious to comical. Tindle starts with a serious demeanor and is instantly weary of Andrew's proposition, but with his whimsical and carefree manner, Milo soon dons a surprising mask of laughable lightheartedness, joining in with dancing about and playful mockery. The interactions between the two constantly change from the serious tone of adultery to the nonchalant air of jocose buddies.

The film is essentially only two people in a single location, and yet it never slows and never misses a beat, staying relentlessly engrossing. The mansion is filled with toys, odd dcor and games - games being the focal point of the film. The design of the rooms is fantastic, with creepy dolls, mystifying puzzles, and electronic puppets, including Jolly Jack Tar the sailor, a particularly eerie life-size monstrosity that laughs and claps his hands at the touch of a button. These complex games emphasize the seriousness of the game played by Andrew, one easily crossing the line of a harmless practical joke. But even when the initial game concludes, another is started and the film is careful to never let you know when a game is over and who is about to win. Initially, more than winning and losing, it is the excitement of playing the game that thrills Andrew, and the audience is spellbound watching it unfold.

With flawless performances by both Caine and Olivier and unbelievably intelligently scripted Shakespearean dialogue, Sleuth redefines audience immersion into a film in which the plot keeps thickening. Perhaps the most astoundingly coincidental moment of the film is early on when Olivier mentions that in years to come their roles might be reversed, and Milo will be the one fending off admirers of his trophy wife. 2007 marks the release of the remake of this 1972 classic, and Michael Caine ironically returns to play the role Olivier unquestionably perfected.

- Mike Massie, [...]",Sleuth (1972) Movie Review,1193529600,4,
5.0,True,"09 26, 2016",AWEVZY7F05N8B,B00FEHCQYW,{'Format:': ' Amazon Video'},Gilbert,"A form of exercise not usually seen as a martial art, is matched against all other forms of fighting. All others are found wanting.",Powerful and Insitefull,1474848000,,
4.0,True,"06 29, 2014",A3CSIM61N4O7RV,B0081OM6UY,{'Format:': ' DVD'},Phylyoka,"Waiting eagerly for next season, but wonder if I'll like it since they killed off Brody in this season.",Disappointing Ending.,1404000000,,
5.0,True,"09 18, 2011",A3N95R1VKWROWF,6304397941,{'Format:': ' DVD'},Christopher Schwinger,"Dictionary.com defines ""intrigue"" as ""to arouse the curiosity or interest of by unusual, new, or otherwise fascinating or compelling qualities"", and that's what this movie did for me.  After seeing The Sundowners, I wanted to see the movie that Mitchum and Kerr had been in before The Sundowners.  They are both remarkably versatile actors!  They couldn't be more different on this and The Sundowners!  For the entire movie (Heaven Knows, Mr. Allison), the characters call each other ""Ma'am"" and ""Mr. Allison"" (he calls her ""Sister Angela"" only once or twice).  It's interesting that the same director, John Huston, did another movie with the characters addressing themselves formally on their adventures:  The African Queen.  The camerawork does really well at creating a first-person feeling by bobbing as Mr. Allison moves and viewing the Japanese from his vantage point, as well as almost always putting him and the nun (Kerr) in close contact, so you feel like you're with them.  Kerr does a good job revealing the fear her character has, adding depth to what could be just a bland and stuck-up personality.  She puts on an Irish accent but doesn't make it sound silly like an actor's natural tendency might be.  I really like the military aspect of this movie, for Mitchum has to make brief incursions into Japanese territory without being discovered.  It's more of a human interest story than a romance, and like the Gregory Peck-Audrey Hepburn movie Roman Holiday, stresses the supremacy of duty over personal feelings.  ""The joy is in the journey"", as they say.  And I suppose the one good long-term thing Mr. Allison gets out of the adventure is a personal experience with God, which he'd never had before (hence the title).  The back of the DVD says it offers a ""surprising blend of suspense and humor"", which sums it up nicely.",Intriguing,1316304000,5,
5.0,True,"05 5, 2014",A2TPFOFC8HVNEQ,B00BSN0VZ2,{'Format:': ' DVD'},J. Geary,"a little hard to get into at first but the quality of the acting
more than made up for any flaws.",Interesting movie,1399248000,,
5.0,True,"01 17, 2016",A3S6C9OP8J8V8N,6300989003,{'Format:': ' Amazon Video'},j whit,Great movie!,Five Stars,1452988800,,
5.0,True,"12 21, 2015",A1QTM2C8IYTIKA,B00CDV4R26,{'Format:': ' DVD'},victor pent,Love it,Five Stars,1450656000,,
5.0,False,"09 26, 2013",AY0C7IJ6C3ZFP,B00D2UMHOC,{'Format:': ' DVD'},BaBeKa,"I've had the Perfect Design Series in shrink wrap all these years. I've been more serious about Tracy's Method since September last year. I don't think this series is the best place to start for someone new to her technique. I love the ambiance, the moves... it's hard as nails at times. I was amazed to be able to follow the arm series, even though everybody says that it's completely over the place (it is, mind you :P).

So far I've completed omni, most of hip, have done some hip, omni and glute continuity, and I have all her other DVDs outside of metamorphosis, so I think this series it's better for someone trying to add variety after having more experience with Tracy's workouts.","These DVDs are in fact a repackage of her original 2010 series, but don't let that discourage you",1380153600,2,
2.0,False,"06 27, 2015",A2G180W133FO24,B00076SCPW,,Amazon Customer,"I know some people will not agree with me but the ""Ewoks"" ruined the conclusion of the best Sci Fi/Fantasy saga of all time, how in the world can those silly little bears defeat the imperial forces? bad ending, in addition to that, another Death Star? lack of creativity, Luke defeating Darth Vader? Darth Vader wasn't really bad, but a victim, Anakin was deceived and he was following the one who saved his life, Darth Sidious, the root of all evil, how about Luke defeating the Emperor Palpatine? that would have been better; the Empire should have given a fight, instead being beat by those tiny bears",How to ruin the conclusion of the best Sci Fi/Fantasy saga of all time,1435363200,,
4.0,True,"11 3, 2015",A2SING6A22SLW2,6304274122,{'Format:': ' DVD'},MR.B,BETTER THAN GOOD MR B,Four Stars,1446508800,,
1.0,False,"11 27, 2015",A2NZ0FCYF3G8LL,B0063FQREO,{'Format:': ' Amazon Video'},LarryK,"I wanted to like this series. I tried to watch it a few times and could finish any of these movies. I guess I just don't get it. First, I don't understand the hype surrounding Jennifer Lawrence. She is marginally talented and not particularly attractive. There is nothing striking or interesting about her look. She has what I would describe as the prototypical Appalachia look. As far as her acting, it's just okay. Also, it's really hard for me to take any movie seriously that has Woody Harrelson in it.  Anyway, the story is not particularly groundbreaking.  Nothing I would call stellar. Maybe I'm missing something, but I just don't get the hype with these movies.",I wanted to like this series,1448582400,3,
5.0,False,"05 5, 2012",A2ZU67YCD52LQZ,B003Y5H5FG,{'Format:': ' Amazon Video'},Robert A. Klein,It was a stronger movie than the 1st of it's kind. It was a lot less campy. I really enjoyed it b/c I went in not expecting much.,Strong Vampire Flick.,1336176000,,
4.0,True,"01 21, 2016",A2FCVP0FACBTA1,B00005K3OI,{'Format:': ' Amazon Video'},directioner 101,I enjoyed the movie,I enjoyed the,1453334400,,
4.0,True,"08 4, 2014",A30LXIJSLM2NKF,B00A2H9VBU,{'Format:': ' DVD'},gillianfey,Gets a fourth star just for having Gerard Butler in it.,Four Stars,1407110400,,
2.0,False,"07 23, 2001",A2ZQRB9SVHKPFU,B00005LE46,{'Format:': ' DVD'},G. Tarter,"This is the worst collection of videos that highlight exactly what a geek Moby is - nobody in these videos does anything, leaving the viewer wondering why they were made at all...The only good thing about it, and why I gave it 2 stars, is the remix section, which has some interesting visuals...don't waste your money on this ridiculous DVD!!",Are you all mad?!?,995846400,,
4.0,True,"08 19, 2014",A2RH9OEK8U5IPK,B00W605FDO,{'Format:': ' Blu-ray'},kristinwithani,"I needed to continue my Disney Diamond Edition collection. Not one of my favorite movies, but there are still some good parts.",Collection Completion,1408406400,,
1.0,False,"10 27, 2014",AJOIJ6S0UH3M0,B0006Z2L0G,{'Format:': ' Amazon Video'},J Moulton,Lame,One Star,1414368000,,
2.0,True,"05 31, 2015",A2SD8R0SYGHD6T,B00CMQLA04,{'Format:': ' DVD'},James E. Baggett,Never got past the first episode.  I found it morbid and depressing although I'm sure it accurately depicts life in Ireland at the time.,A tough way to grow up in Ireland,1433030400,,
5.0,False,"07 12, 2000",A3OLH1A2OEP2HC,0783227892,{'Format:': ' VHS Tape'},Kevin Tillery,"This movie will keep u interested and it won't let u down, believe me.  I don't care if you don't like Van Damme movies, this is the one to see.  It's about a hunter that likes hunting homeless men for fun until Van Damme  steps to the plate.  Woo creates his slow-motion sequences again and this  movie remains one of the best action movies i've ever seen.  Go see it!1",One of John Woo's best!,963360000,,
5.0,True,"11 13, 2016",A1F8ZBLJEGQDZU,B00005IC54,{'Format:': ' Amazon Video'},Lisa Stephens,This is one of my favorite movies. Even with the violence you still get a good feeling that justice is being served,This is one of my favorite movies. Even with the violence you still get ...,1478995200,,
2.0,True,"03 5, 2016",A1ALCUX70AVFWB,B01AHK50AC,{'Format:': ' Prime Video'},Debrina Maria,"Horrible. Keanu Reeves usually stars in really great movies. I bet when he or if he dares to look back at this movie in his living room, he would have to think, what the hell was I thinking?????? Why did I do this film? It's terrible with a capital T. So boring, if your not sleepy, you will be soon.",Bad movie for Keanu Reeves,1457136000,,
5.0,True,"05 30, 2015",A7HSNJEY5NPTY,B000BITV1A,{'Format:': ' DVD'},Grant,Excellent seller and item!  Thank you very much!,Five Stars,1432944000,,
5.0,True,"05 1, 2013",A3WJRQRA4PETM,B002ERQWVI,{'Format:': ' DVD'},MG!,I had to buy this collection because it came our cheaper than buying them individually.  What I love is that they come in a box that holds them together and in an upright position.,3 DVDs,1367366400,,
5.0,True,"05 26, 2015",AVZP00J2Q0XH1,B00YSG2ZPA,{'Format:': ' Blu-ray'},Chucho,Band of Brothers is the best series about war that I've ever seen!,Excellent!!,1432598400,,
2.0,False,"03 5, 2013",A1DUT6O3BWXEJ,B008C0C1Y8,{'Format:': ' Blu-ray'},Shawn Gordon,"With the  release of the startling excellent new film Dredd starring Karl Urban, I decided to revisit the 1995 adaptation of Judge Dredd, which is  purely coincidental being released on Blu-ray the same week . You may remember this as Sylvester Stallone's forerunner to Arnold Schwarzenegger's comic book turn in Batman & Robin, if your fortunate you don't. It would be a misnomer to say that time has been unkind to Judge Dredd as 1995 wasn't too kind to it either.
 Making his Demolition Man look like intellectual high art in comparison, Stallone stars as Judge ""Joseph"" Dredd, I place the name in quotes because no where in the Dredd mythology I have seen on line tells me that he has a first name let alone such a generic one, I would have gone with Zowie or Starbuck if I had been the writer. Anyway, in this grim, but colorful future, society has run amok with most people living inside closed off mega cities, those not so lucky live in the post-apocalyptic world outside called ""the cursed Earth"". The Judges are a band of elite cops, who also act as jury and executioner, there are no defenses, pardons or what not, still everyone pleads innocent.
 Dredd (Sly) is the most fearsome, toughest, silliest looking of all the judges, his name is spoken in such a way to tell us so. This time however he finds himself on the wrong side of the law (""I am the law""), framed for a murder and forced to go the Richard Kimble route to prove his innocence, taking along with him a petty criminal (Rob Schneider) who has the misfortune to be handcuffed or shackled or something to Dredd.
 The bad guy is a rogue Nazi judge (Jurgen Prochnow) who has his sights set on an even more cluttered future world with cloned judges doing the jobs of totally capable currently living officers. So he in lists the help of Ricco (Armand Assante) who also happens to be Dredd's brother and whom he judged and sent to prison. Yada yada yada.
 I wish I could say that the movie has never looked more dreadful, but truth is that it looks pretty darn good in this new Blu-ray edition. We can see and appreciate the hard work that went into the corny, but stylish production design. The visual effects are quite good, even by today's standards, not as much silly looking CGI as I had expected, this future world looks sort of like the world of the Fifth Element, maybe at night. It's such a vivid creation it's a shame it's in the service of such a routine action picture.
 Stallone is severely miscast as Dredd, he looks and sounds silly, also I have never seen him hammier than this. The performance is so broad, you have to wonder is Sly thought this was a comedy. However, an interesting review by Roger Ebert from the time of the movie's release has him disagreeing with me and writing that Stallone is ""ideal for a role this, because he is smart enough and funny enough to pull it off."" I like Stallone too, I gleefully overpraised his recent the Expendables 2, but I'm not sure what Roger was thinking, Sly isn't funny and I won't touch upon the subject of his smarts.
 Also very bad is Schneider, in a role written for Joe Pesci, he seems badly out of place. He has terrible one liners, slows down the action, and is completely unnecessary. This movie is already too campy, we don't require additional comic relief.
 Yet, it is this film's strong supporting cast that stands out. Assante and Prochnow are excellent as the villains. Diane Lane is gorgeous and tough in equal measures as Dredd's partner and love interest. There are good bits from James Remar and Scott Wilson. Max Von Sydow delivers a surprisingly vivid and moving performance that doesn't belong here, but is very welcome none the less. Joan Chen, unfortunately appears just so that Lane has someone to fight with at the end.
 I always felt that this movie either needed to be a lot tougher or a lot more comical, the recent film tells me it's the former, not the later. Still, I have got to admit, it wasn't as bad as I remember it being. The flying motorcycle chase recalls the final to Star Wars, and the closing theme song by the Cure is a little beauty all it's own. Despite it's R-rating, this is much more tame than many PG-13 films today, and will be best appreciated by those not old enough for the new movie and too young to recall the first released.

see my reviews at moviezonemagazine.com",Stallone as power ranger,1362441600,,
3.0,True,"08 16, 2015",A1366R83I9J9FF,B00KVFHBLK,{'Format:': ' Amazon Video'},Joyce A. Hale,It was just ok.,Three Stars,1439683200,,
5.0,True,"08 17, 2017",A37W121TPDZWW8,B00R041BVQ,{'Format:': ' Amazon Video'},M. Slater,"Fans of LOST, Fringe, Millennium and similar will love this show. It's not *as* out there as those shows, but it more than makes up for it in atmosphere, acting, story, and setting. I really, really enjoyed this. Give it watch, and expect a slow burn, not cats jumping out of the dark at you.","Some of the best TV out there (emphasis on the ""out there"")",1502928000,,
5.0,True,"11 21, 2017",A1QGMIQD8ZYDS8,B00IXPWGIS,{'Format:': ' DVD'},Rodney C Walmer,"A really good show that went before it's time. This show only lasted one season, sadly. The show stars Doug McClure (The VIrginian) and William Shatner (Star Trek) as two of the most unlikely friends/allies you will ever meet. But, they work great together. The pilot movie which is included had someone else in Doug McClures role. But, that changed with the first episode. Shatner plays an undercover lawman who moves around the Barbary Coast unnoticed in many exotic and/or simple disguises. Half the fun, is watching him go from disguise to disguise. Shatner pulls each persona off perfectly, from a Chinese servant to a wanted outlaw/gunslinger. McClure is the owner of a gambling house that Shatner resides in. There is a hidden passage that leads to a room, where Shatner resides. Shatner's character has a hold over McClures character where he (according to the pilot) knows that McClures character is wanted elsewhere for killing a governer's son. As of the series, Shatner's character saved the life of McClure's character. Lauding this over McClure's Character, Shatner's Character is able to induce/guilt McClure's character into helping him solve crimes. The show is both funny at times and offbeat western at other times. I just wish it has lasted longer than one season.",Shatner and McClure in a series together what's not to like. I love it. I just wish it had lasted longer than one season.,1511222400,2,
5.0,True,"12 30, 2014",A3FKSPMXR6OZIZ,B00HNX29S8,{'Format:': ' Amazon Video'},Sarah,"Great movie
  We liked this one much better than the original planes.  More action and better characters.",must see for family movie night!,1419897600,,
5.0,True,"05 23, 2016",A6QZXWPRDHVN1,B006ZL84EW,{'Format:': ' Amazon Video'},Kelly Camp,I love British shows and movies and this one was really good. Can't wait to see more of Endeavour.,Five Stars,1463961600,,
3.0,True,"11 5, 2016",A1TL68OXL14Z6N,B01G71NN3Q,{'Format:': ' Prime Video'},Amazon Customer,"The Neon Demon tries to be a cinematic artistic film. Eh...wasn't all that, but wasn't that bad either. It's about Jesse (Elle Fanning), a beautiful, yet nave want to be model that the industry goes gaga over because of her beauty and innocence. Two other models are jealous of her and the make up artist (Jena Malone) wants to ""do her"". It's a story about superficialism, beauty and the fashion industry. Elle does shine in this movie. However there are a lot of plot holes and things that just didn't make sense. It tried a little too hard.",Not what you might think.,1478304000,2,
2.0,False,"01 11, 2009",A3JRF0DC8ZC330,B001E95ZNS,{'Format:': ' DVD'},Mrs.PhamGift,"I saw this movie in the theatre, and I like the story and Anne Hathaway was very good in her role; however, the filming style was so nausiatingly horrible with all the fast spanning of some of the scenes. They were so bad that one of my friends litterally got sick and had to leave the theatre.",Great storyline; great acting; horrible filming style!!!,1231632000,4,
5.0,True,"07 14, 2013",A21LSUDO2DW28F,B005ONP7VU,{'Format:': ' DVD'},Elaine van Roon,A most enjoyable thriller.  We always enjoy anything with a court case in it.  Liked the acting also.  Great story,Injustice,1373760000,,
5.0,True,"02 15, 2017",A2L167UOLOYOO0,B00DHDDE32,{'Format:': ' Blu-ray'},Jmetal86,The Aviator is a really good film you gotta see. I have yet to see Shutter Island.,Good,1487116800,,
5.0,True,"02 9, 2015",AI71P00BG70FQ,B00D9EJFV4,{'Format:': ' DVD'},carnut,"four very good movies, brought back old members of watching them when i was youger",Five Stars,1423440000,,
5.0,False,"02 19, 2004",A33AFRVRA02BAK,B00005JMJ4,{'Format:': ' DVD'},alexliamw,"Let's get the gripe out of the way first: the trailer. The trailer for this movie cheeses it up and portrays it as some all-American family comedy, but it totally betrays the nature of the film. In fact its a dazzling audiovisual work of art, beautifully told, well acted, with intrigue, appeal and imagination. Scarlett Johanssen's character is so far removed from the average movie heroine that its wonderfully appealing and her journey is sentimental but never cheesy.
The film, sometimes just from the cinematography and/or music, can bring out completely inexpressible feelings. Talking of which, the soundtrack is great. Dazzling is a perfect word for it: Tokyo is stunning and alluring. The Japanese jokes can bely the real content of the film and we could possibly do without them, but they're immaterial to the film, really. Classic stuff, one to remember for years to come.",A beautiful work,1077148800,3,
1.0,True,"02 7, 2005",A3077U4U9LQ2YZ,B0007IF19K,,M. G. PHILLIPS,"Does anyone suspect that Helen Keller edited this film?
Shame on the director for allowing the ruination of this great masterpiece in the extended form!

GREAT FILM RUINED- BY BY BAD EDITING.
Here is what others are saying: ""The big disappointment for me was buying the Limited Edition version with the extended edition of the movie. 25 minutes of additional footage has been added back in for the extended version.  Like someone posted earlier, When viewing the ""extended"" version my player had to pause every time it went to a ""deleted scene."" It had to pause again when it went back to the theatrical version. I have other disks in my collection which have extended versions with deleted scenes cut into the film that were done seamlessly.

Not only was there a pause when switching between versions, but many times there was a shift in color cast and certain chapters (18 & 19 for me)of the movie became unwatchable and just froze up. For 30 Bucks I found this to be disgraceful and I will ask Best Buy for either another copy or just get the standard edition..

You have the option to watch either the original version or this extended version. The image quality, color and clarity vary a bit as it cuts between the theatrical version and the deleted scenes. Clearly, this wasn't recut and retimed for this ""extended"" version. The difference between the finished film and the added scenes are quite noticeable and jarring. A flawed masterpiece, Ray would have been a better film if the 25 minutes of additional footage had been integrated into this DVD in a better fashion than it is. No justice for the consumer, and none for the artists of the film and artist portrayed in the film.""

(NOTE TO UNIVERSAL:If you can't do it right,then don't do it at all.)

I know a lot of people had problems with the extended version of the DVD, but it warns you that it might not play well on certain DVD players.

Might not?

How'bout ANY player? And the two second delay seems HUGE, . . . stop action . . .  wait then it jumps sometimes forward and sometimes backward UNTIMED!

This is not a review, but more of a rant on my part as a DVD Collector of 1,260+ DVD's. Please view this as an individual opinion on Universal, not on the content of the Film, Ray.",WARNING ! DON'T BUY EXTENDED VERSION,1107734400,,
5.0,True,"10 24, 2015",A26Y4NZC99I8E5,B00BL1BJFW,{'Format:': ' DVD'},C. Cullum,Good Science Fiction,Ironman 3,1445644800,,
4.0,True,"06 14, 2016",AOQ39OFBXZ6CC,B001GS7AZS,,T Griffis,All time fav movie but blu ray brings nothing special,Four Stars,1465862400,,
4.0,False,"08 13, 2013",ADWQPR0LJD4J,B00E3N9XF8,{'Format:': ' DVD'},ERSInk . com,"Warner Bros. Home Entertainment recently released ""Scooby-Doo! Adventures: The Mystery Map"" exclusively through Wal-Mart. Imagine the familiar characters from ""Scooby-Doo"" if they were turned into Muppets. The 45-minute mini-movie will thrill children and even parents who don't dig too deep below the surface.

Scooby-Doo and the gang embark on a search for buried treasure when a map is accidently left in their pizza. The lost treasure belongs to a pirate named Gnarlybeard. The quest gets difficult when the Phantom Parrot steals the map from the sleuths and their clue-sniffing canine. They must track down the mysterious bird and recover the map if they ever want to find out what's inside Gnarlybeard's treasure chest.

""Scooby-Doo! Adventures: The Mystery Map"" is based in the world of ""A Pup Named Scooby-Doo."" To jog memories, the Saturday morning cartoon series featured Scooby and his pals as children. Remember back when every cool cartoon franchise was intent on turning their characters into pint-sized ankle biters? ""The Flintstone Kids,"" ""Tiny Toons Adventures,"" ""The New Archies,"" and ""Muppet Babies"" are perfect examples of this obsession.

If you don't get too picky, ""Scooby-Doo! Adventures: The Mystery Map"" is entertaining. The sets and backgrounds all look good. It does seem like the filmmakers had a hard time figuring out exactly how to get the puppets properly framed in the picture at times. However, none of that really matters when your target market are children who aren't going to complain about those sorts of things.

Most of the familiar voice actors who we've come to identify as these characters lend their talents to ""Scooby-Doo! Adventures: The Mystery Map."" Frank Welker plays both Scooby-Doo and Fred as usual. Matthew Lillard breathes life into Shaggy and Grey DeLisle Griffin portrays Daphne. Mindy Cohn is replaced as the voice of Velma by Stephanie D'Abruzzo (""Sesame Street,"" ""The Book of Pooh"").

There's not much to be found in the way of bonus material for ""Scooby-Doo! Adventures: The Mystery Map."" The first is an episode of ""Scooby-Doo! Where Are You?"" entitled ""The Backstage Rage."" The second is the episode ""Robopup"" from ""A Pup Named Scooby-Doo."" It would've been interesting to see some ""behind-the-scenes"" footage of the puppeteers working.

""Scooby-Doo! Adventures: The Mystery Map"" knows exactly who its target audience is and hits the mark. I can see where they could take the puppet concept of this movie and make it work as a new TV or movie series for the franchise. There's no better time than now to push the idea with the renewed interest in the Muppets at a fever pitch.","""Scooby-Doo! Adventures: The Mystery Map"" Brings the Characters to Life as Puppets",1376352000,,
5.0,True,"08 8, 2015",A1KSP4L90Q9JZR,B009CW565G,{'Format:': ' Amazon Video'},S- Tx,I liked this movie I thought it was really good.,Five Stars,1438992000,,
4.0,False,"05 26, 2013",A3LZBOBV9H1HDV,B0013FZUQK,{'Format:': ' Blu-ray'},Kris King,"""The Forbidden Kingdom"" is great! This is how the story goes: While hunting down bootleg kung-fu DVDs in a Chinatown pawnshop, Jason makes an extraordinary discovery that sends him hurtling back in time to ancient China. There, Jason is charged with a monumental task: he must free the fabled warrior the Monkey King, who has been imprisoned by the evil Jade Warlord. Jason is joined in his quest by wise kung fu master Lu Yan and a band of misfit warriors including Silent Monk. But only by learning the true precepts of kung fu can Jason hope to succeed - and find a way to get back home. The cast led by Jet Li (as The Silent Monk / The Monkey King), Jackie Chan (as Lu Yan / Old Hop), and Michael Angarano (as Jason Tripitikas) is great! The directing by Rob Minkoff (who also directed ""The Haunted Mansion"" (2003), ""Stuart Little 1 & 2"" (1999 & 2002) & ""The Lion King"" (1994) is great! The story and screenplay by John Fusco (who also did the story and screenplay to ""Hidalgo"" (2004), ""The Babe"" (1992), ""Thunderheart"" (1992), ""Young Guns 1 & 2"" (1988 & 1990), also did the screenplay to ""Spirit: Stallion Of The Cimarron"" (2002), & the upcoming ""The Seven Samurai"" (2008) is great! The music by David Buckley is great! The cinematography by Peter Pau (who also did the cinematography to ""Crouching Tiger, Hidden Dragon"" (2000), & ""Shoot 'Em Up"" (2007) is excellent! The film editing by Eric Strand (who also did the film editing to ""Donnie Darko"" (2001) is great! The casting by PoPing AuYeung & Nancy Foy (who also did the casting to ""Ladder 49"" (2004) is great! The production design by Bill Brzeski (who also did the production design to ""Stuart Little 1 & 2"") is excellent! The art direction by Eric Lam (who also did the art direction to ""Lust, Caution"" (2007) is excellent! The set decoration by Bin Lan & Yu Ci Wen is excellent! The costume design by Shirley Chan (who also did the costume design to ""Kung Fu Hustle"" (2004) is excellent! This is an action-adventure comedy that will keep you entertained until the very end. Jet Li and Jackie Chan have a great chemistry together and have great stunts committed on screen with the help of legendary martial arts choreographer Woo-ping Yuen.","""The Forbidden Kingdom"" is great!",1369526400,,
5.0,True,"12 26, 2014",A197GS9TRBOKX8,B008U1ANHG,{'Format:': ' Amazon Video'},JIM R.,It is one of the best Christmas Movies to see. Its even better to have it in your collection.,Five Stars,1419552000,,
5.0,True,"01 12, 2010",AFHKFOO046N00,B001G0MFKQ,{'Format:': ' DVD'},Akela,"The international delivery service took 4 months to deliver this season boxset to me - a transatlantic camel caravan would have done better -  I am so getting a huge discount out of them for that! I have been looking forward several months to watch those - and I was not cheated by the series team. Great plots, good acting, balanced approach mixing gritty story lines with wit, compassion and wisdom. I am so thrilled that there are some series that do not slide into cheap ""let's show them some nudity and teens fun so we could get better ratings"" attitude. One of the TV shows no one could call a ""guilty pleasure"". Not enough of those around lately, unfortunately.",Better and better,1263254400,,
1.0,True,"12 7, 2013",A1FSW2DECMUDVK,B0033AGJ5Y,{'Format:': ' Amazon Video'},M. Anderson,I bought this movie for my mom to watch because I could not find any digital place that rents this movie,"Eat, Pray, Sucks",1386374400,,
3.0,True,"02 18, 2017",AW1Q0ZMGD7MB1,B00009MECJ,{'Format:': ' Amazon Video'},perlbuilder,"Decent enough if you're not too busy and need a quick action movie fix.  But it does make one long for Peter Weller as the original Murphy.  You can still catch an aging but still spry Peter Weller in the series ""Longmire.""",Hey Dude!  Why can't we see if Peter is available!,1487376000,,
4.0,False,"07 22, 2014",A3FAA6VVDSMZYH,B00JVSF0T8,{'Format:': ' DVD'},Don&#039;t Run Over Your Foot,"My friend had been wanting to see this movie since the trailer was released.  I was quite neutral about the idea of it, but I watched it with her since I had been hearing about it for months.  I do like most of Cameron Diaz's films I've seen, I think she's fun to watch and I like one of Leslie Mann's movies, ""Knocked Up"".  I didn't really laugh out loud a whole lot in the movie, though it keep keep my attention and I was entertained.  The ending was very predictable as well.

Overall, it's one of those movies I would watch on TV if there was nothing else on but I wouldn't buy it.",I do like most of Cameron Diaz's films I've seen,1405987200,3,
5.0,True,"06 27, 2012",A2ICVBWRNU37AJ,B001Y44DKY,{'Format:': ' DVD'},Richard P.Cohan,"I thnk James Nesbitt is great in this show, the more I have watched him the more I enjoy his acting ability. I first was impressed in his performance in the movie 5 Minutes of Heaven.",Murphy's Law 1,1340755200,,
